id,display_name,center_id,center_name,region_id,employment_type,tenure_years,weekly_capacity,active_clients,utilization_rate,supervisor_eligible,training_completion_rate,primary_specialty
CNS-DGU-00402,상담사 DGU-09,CTR-DGU-009,달성군 가족센터,DGU,위촉,10.3,3,3,77.1,True,77.7,부부갈등
CNS-DGU-00403,상담사 DGU-01,CTR-DGU-010,군위군 가족센터,DGU,상근,3.4,6,11,76.0,False,84.1,이혼 전후
CNS-DGU-00404,상담사 DGU-02,CTR-DGU-010,군위군 가족센터,DGU,상근,0.6,6,13,74.6,False,96.0,부부갈등
CNS-DGU-00405,상담사 DGU-03,CTR-DGU-010,군위군 가족센터,DGU,위촉,4.8,3,6,67.0,False,92.6,기타 가족관계
CNS-DGU-00406,상담사 DGU-04,CTR-DGU-010,군위군 가족센터,DGU,위촉,7.7,3,10,84.9,False,95.6,개인 정서·위기
CNS-DGU-00407,상담사 DGU-05,CTR-DGU-010,군위군 가족센터,DGU,위촉,5.5,3,7,88.8,False,94.1,부모-자녀 갈등
CNS-DGU-00408,상담사 DGU-06,CTR-DGU-010,군위군 가족센터,DGU,위촉,7.0,3,3,86.8,False,89.2,이혼 전후
CNS-DGU-00409,상담사 DGU-07,CTR-DGU-010,군위군 가족센터,DGU,위촉,7.6,3,13,75.0,False,79.4,부부갈등
CNS-DGU-00410,상담사 DGU-08,CTR-DGU-010,군위군 가족센터,DGU,위촉,3.1,3,9,55.3,False,93.6,기타 가족관계
CNS-DGU-00411,상담사 DGU-01,CTR-DGU-011,대구 다문화가족지원센터 1,DGU,상근,2.3,6,13,63.3,False,92.9,부모-자녀 갈등
CNS-DGU-00412,상담사 DGU-02,CTR-DGU-011,대구 다문화가족지원센터 1,DGU,상근,1.7,6,10,67.0,False,86.0,이혼 전후
CNS-DGU-00413,상담사 DGU-03,CTR-DGU-011,대구 다문화가족지원센터 1,DGU,위촉,8.7,3,6,60.6,False,87.5,부부갈등
CNS-DGU-00414,상담사 DGU-04,CTR-DGU-011,대구 다문화가족지원센터 1,DGU,위촉,4.7,3,8,73.1,False,91.0,기타 가족관계
CNS-DGU-00415,상담사 DGU-05,CTR-DGU-011,대구 다문화가족지원센터 1,DGU,위촉,7.2,3,6,72.3,False,100,개인 정서·위기
CNS-DGU-00416,상담사 DGU-06,CTR-DGU-011,대구 다문화가족지원센터 1,DGU,위촉,7.3,3,6,62.9,False,96.8,부모-자녀 갈등
CNS-DGU-00417,상담사 DGU-07,CTR-DGU-011,대구 다문화가족지원센터 1,DGU,위촉,10.5,3,6,64.7,True,95.1,이혼 전후
CNS-DGU-00418,상담사 DGU-08,CTR-DGU-011,대구 다문화가족지원센터 1,DGU,위촉,5.1,3,3,60.1,False,100,부부갈등
CNS-INC-00419,상담사 INC-01,CTR-INC-001,인천 가족센터,INC,상근,3.3,6,13,87.6,False,91.8,개인 정서·위기
CNS-INC-00420,상담사 INC-02,CTR-INC-001,인천 가족센터,INC,상근,3.3,6,12,57.0,False,97.4,부모-자녀 갈등
CNS-INC-00421,상담사 INC-03,CTR-INC-001,인천 가족센터,INC,위촉,9.4,3,8,63.8,True,84.7,이혼 전후
CNS-INC-00422,상담사 INC-04,CTR-INC-001,인천 가족센터,INC,위촉,9.0,3,3,43.5,True,84.4,부부갈등
CNS-INC-00423,상담사 INC-05,CTR-INC-001,인천 가족센터,INC,위촉,5.1,3,8,66.8,False,99.2,기타 가족관계
CNS-INC-00424,상담사 INC-06,CTR-INC-001,인천 가족센터,INC,위촉,7.5,3,9,58.5,False,83.8,개인 정서·위기
CNS-INC-00425,상담사 INC-07,CTR-INC-001,인천 가족센터,INC,위촉,6.2,3,11,89.2,False,94.6,부모-자녀 갈등
CNS-INC-00426,상담사 INC-01,CTR-INC-002,중구 가족센터,INC,상근,7.9,6,13,62.5,False,97.0,부모-자녀 갈등
CNS-INC-00427,상담사 INC-02,CTR-INC-002,중구 가족센터,INC,상근,0.3,6,12,78.3,False,79.4,이혼 전후
CNS-INC-00428,상담사 INC-03,CTR-INC-002,중구 가족센터,INC,위촉,1.4,3,5,53.6,False,96.1,부부갈등
CNS-INC-00429,상담사 INC-04,CTR-INC-002,중구 가족센터,INC,위촉,7.2,3,9,92.6,False,71.4,기타 가족관계
CNS-INC-00430,상담사 INC-05,CTR-INC-002,중구 가족센터,INC,위촉,9.9,3,5,69.7,False,100,개인 정서·위기
CNS-INC-00431,상담사 INC-06,CTR-INC-002,중구 가족센터,INC,위촉,6.2,3,7,63.5,False,69.8,부모-자녀 갈등
CNS-INC-00432,상담사 INC-07,CTR-INC-002,중구 가족센터,INC,위촉,10.8,3,7,87.8,False,89.5,이혼 전후
CNS-INC-00433,상담사 INC-01,CTR-INC-003,동구 가족센터,INC,상근,3.1,6,10,68.0,False,89.3,이혼 전후
CNS-INC-00434,상담사 INC-02,CTR-INC-003,동구 가족센터,INC,상근,0.3,6,11,45.4,False,81.8,부부갈등
CNS-INC-00435,상담사 INC-03,CTR-INC-003,동구 가족센터,INC,위촉,8.9,3,4,81.8,True,90.5,기타 가족관계
CNS-INC-00436,상담사 INC-04,CTR-INC-003,동구 가족센터,INC,위촉,5.2,3,7,69.8,False,73.4,개인 정서·위기
CNS-INC-00437,상담사 INC-05,CTR-INC-003,동구 가족센터,INC,위촉,9.2,3,7,61.2,True,89.3,부모-자녀 갈등
CNS-INC-00438,상담사 INC-06,CTR-INC-003,동구 가족센터,INC,위촉,8.5,3,7,84.8,False,100,이혼 전후
CNS-INC-00439,상담사 INC-07,CTR-INC-003,동구 가족센터,INC,위촉,3.5,3,9,84.0,False,91.7,부부갈등
CNS-INC-00440,상담사 INC-08,CTR-INC-003,동구 가족센터,INC,위촉,4.6,3,10,57.2,False,92.0,기타 가족관계
CNS-INC-00441,상담사 INC-09,CTR-INC-003,동구 가족센터,INC,위촉,8.3,3,6,85.4,True,75.9,개인 정서·위기
CNS-INC-00442,상담사 INC-01,CTR-INC-004,미추홀구 가족센터,INC,상근,6.4,6,11,72.1,False,88.9,기타 가족관계
CNS-INC-00443,상담사 INC-02,CTR-INC-004,미추홀구 가족센터,INC,상근,4.9,6,10,87.1,False,74.2,개인 정서·위기
CNS-INC-00444,상담사 INC-03,CTR-INC-004,미추홀구 가족센터,INC,위촉,2.0,3,5,75.5,False,100,부모-자녀 갈등
CNS-INC-00445,상담사 INC-04,CTR-INC-004,미추홀구 가족센터,INC,위촉,13.4,3,8,71.5,False,94.3,이혼 전후
CNS-INC-00446,상담사 INC-05,CTR-INC-004,미추홀구 가족센터,INC,위촉,5.3,3,6,58.1,False,90.3,부부갈등
CNS-INC-00447,상담사 INC-06,CTR-INC-004,미추홀구 가족센터,INC,위촉,12.5,3,9,56.6,False,85.5,기타 가족관계
CNS-INC-00448,상담사 INC-07,CTR-INC-004,미추홀구 가족센터,INC,위촉,3.9,3,3,78.2,False,90.4,개인 정서·위기
CNS-INC-00449,상담사 INC-08,CTR-INC-004,미추홀구 가족센터,INC,위촉,4.3,3,7,66.9,False,83.0,부모-자녀 갈등
CNS-INC-00450,상담사 INC-09,CTR-INC-004,미추홀구 가족센터,INC,위촉,5.2,3,8,57.0,False,84.2,이혼 전후
CNS-INC-00451,상담사 INC-01,CTR-INC-005,연수구 가족센터,INC,상근,0.3,6,11,66.2,False,100,부모-자녀 갈등
CNS-INC-00452,상담사 INC-02,CTR-INC-005,연수구 가족센터,INC,상근,6.3,6,14,69.8,False,95.5,이혼 전후
CNS-INC-00453,상담사 INC-03,CTR-INC-005,연수구 가족센터,INC,위촉,5.2,3,3,64.0,False,81.3,부부갈등
CNS-INC-00454,상담사 INC-04,CTR-INC-005,연수구 가족센터,INC,위촉,5.1,3,7,75.8,False,82.4,기타 가족관계
CNS-INC-00455,상담사 INC-05,CTR-INC-005,연수구 가족센터,INC,위촉,11.0,3,8,63.2,True,100,개인 정서·위기
CNS-INC-00456,상담사 INC-06,CTR-INC-005,연수구 가족센터,INC,위촉,0.3,3,3,62.9,False,96.5,부모-자녀 갈등
CNS-INC-00457,상담사 INC-07,CTR-INC-005,연수구 가족센터,INC,위촉,8.9,3,5,77.3,True,88.3,이혼 전후
CNS-INC-00458,상담사 INC-08,CTR-INC-005,연수구 가족센터,INC,위촉,5.5,3,4,82.9,False,70.7,부부갈등
CNS-INC-00459,상담사 INC-09,CTR-INC-005,연수구 가족센터,INC,위촉,0.3,3,10,72.9,False,84.6,기타 가족관계
CNS-INC-00460,상담사 INC-10,CTR-INC-005,연수구 가족센터,INC,위촉,5.5,3,6,67.3,False,98.1,개인 정서·위기
CNS-INC-00461,상담사 INC-01,CTR-INC-006,남동구 가족센터,INC,상근,6.2,6,13,59.9,False,80.1,부모-자녀 갈등
CNS-INC-00462,상담사 INC-02,CTR-INC-006,남동구 가족센터,INC,상근,1.2,6,13,91.8,False,85.1,이혼 전후
CNS-INC-00463,상담사 INC-03,CTR-INC-006,남동구 가족센터,INC,위촉,7.2,3,7,85.4,False,94.4,부부갈등
CNS-INC-00464,상담사 INC-04,CTR-INC-006,남동구 가족센터,INC,위촉,4.5,3,5,84.4,False,87.9,기타 가족관계
CNS-INC-00465,상담사 INC-05,CTR-INC-006,남동구 가족센터,INC,위촉,5.2,3,5,69.5,False,95.1,개인 정서·위기
CNS-INC-00466,상담사 INC-06,CTR-INC-006,남동구 가족센터,INC,위촉,7.9,3,6,73.2,False,79.6,부모-자녀 갈등
CNS-INC-00467,상담사 INC-07,CTR-INC-006,남동구 가족센터,INC,위촉,2.2,3,8,75.8,False,86.1,이혼 전후
CNS-INC-00468,상담사 INC-08,CTR-INC-006,남동구 가족센터,INC,위촉,2.5,3,10,66.9,False,88.6,부부갈등
CNS-INC-00469,상담사 INC-01,CTR-INC-007,부평구 가족센터,INC,상근,1.2,6,8,84.5,False,90.2,개인 정서·위기
CNS-INC-00470,상담사 INC-02,CTR-INC-007,부평구 가족센터,INC,상근,9.0,6,13,78.4,True,81.3,부모-자녀 갈등
CNS-INC-00471,상담사 INC-03,CTR-INC-007,부평구 가족센터,INC,위촉,4.6,3,8,71.8,False,87.5,이혼 전후
CNS-INC-00472,상담사 INC-04,CTR-INC-007,부평구 가족센터,INC,위촉,7.0,3,10,71.6,False,79.8,부부갈등
CNS-INC-00473,상담사 INC-05,CTR-INC-007,부평구 가족센터,INC,위촉,5.7,3,11,69.5,False,76.1,기타 가족관계
CNS-INC-00474,상담사 INC-06,CTR-INC-007,부평구 가족센터,INC,위촉,4.1,3,10,59.6,False,87.0,개인 정서·위기
CNS-INC-00475,상담사 INC-07,CTR-INC-007,부평구 가족센터,INC,위촉,5.7,3,4,62.0,False,82.5,부모-자녀 갈등
CNS-INC-00476,상담사 INC-08,CTR-INC-007,부평구 가족센터,INC,위촉,5.4,3,8,71.3,False,82.7,이혼 전후
CNS-INC-00477,상담사 INC-01,CTR-INC-008,계양구 가족센터,INC,상근,6.5,6,11,71.7,False,82.3,기타 가족관계
CNS-INC-00478,상담사 INC-02,CTR-INC-008,계양구 가족센터,INC,상근,1.6,6,15,64.9,False,87.3,개인 정서·위기
CNS-INC-00479,상담사 INC-03,CTR-INC-008,계양구 가족센터,INC,위촉,7.8,3,5,74.9,False,76.7,부모-자녀 갈등
CNS-INC-00480,상담사 INC-04,CTR-INC-008,계양구 가족센터,INC,위촉,3.2,3,9,83.8,False,80.8,이혼 전후
CNS-INC-00481,상담사 INC-05,CTR-INC-008,계양구 가족센터,INC,위촉,7.7,3,8,59.4,False,94.7,부부갈등
CNS-INC-00482,상담사 INC-06,CTR-INC-008,계양구 가족센터,INC,위촉,4.4,3,9,66.7,False,85.9,기타 가족관계
CNS-INC-00483,상담사 INC-07,CTR-INC-008,계양구 가족센터,INC,위촉,2.7,3,8,74.5,False,90.6,개인 정서·위기
CNS-INC-00484,상담사 INC-01,CTR-INC-009,서구 가족센터,INC,상근,4.0,6,9,77.6,False,76.3,개인 정서·위기
CNS-INC-00485,상담사 INC-02,CTR-INC-009,서구 가족센터,INC,상근,4.0,6,7,64.7,False,80.2,부모-자녀 갈등
CNS-INC-00486,상담사 INC-03,CTR-INC-009,서구 가족센터,INC,위촉,7.8,3,8,82.7,False,81.9,이혼 전후
CNS-INC-00487,상담사 INC-04,CTR-INC-009,서구 가족센터,INC,위촉,1.3,3,3,65.0,False,84.8,부부갈등
CNS-INC-00488,상담사 INC-05,CTR-INC-009,서구 가족센터,INC,위촉,4.5,3,10,62.7,False,93.4,기타 가족관계
CNS-INC-00489,상담사 INC-06,CTR-INC-009,서구 가족센터,INC,위촉,5.2,3,7,70.7,False,90.0,개인 정서·위기
CNS-INC-00490,상담사 INC-07,CTR-INC-009,서구 가족센터,INC,위촉,1.4,3,8,88.5,False,96.7,부모-자녀 갈등
CNS-INC-00491,상담사 INC-08,CTR-INC-009,서구 가족센터,INC,위촉,3.0,3,5,57.7,False,80.3,이혼 전후
CNS-INC-00492,상담사 INC-01,CTR-INC-010,강화군 가족센터,INC,상근,6.1,6,7,64.5,False,100,기타 가족관계
CNS-INC-00493,상담사 INC-02,CTR-INC-010,강화군 가족센터,INC,상근,4.6,6,15,76.2,False,83.9,개인 정서·위기
CNS-INC-00494,상담사 INC-03,CTR-INC-010,강화군 가족센터,INC,위촉,7.7,3,10,71.7,False,100,부모-자녀 갈등
CNS-INC-00495,상담사 INC-04,CTR-INC-010,강화군 가족센터,INC,위촉,2.9,3,6,74.9,False,81.5,이혼 전후
CNS-INC-00496,상담사 INC-05,CTR-INC-010,강화군 가족센터,INC,위촉,4.1,3,9,62.8,False,89.0,부부갈등
CNS-INC-00497,상담사 INC-06,CTR-INC-010,강화군 가족센터,INC,위촉,11.6,3,6,54.9,True,87.9,기타 가족관계
CNS-INC-00498,상담사 INC-07,CTR-INC-010,강화군 가족센터,INC,위촉,3.1,3,10,77.7,False,85.8,개인 정서·위기
CNS-INC-00499,상담사 INC-08,CTR-INC-010,강화군 가족센터,INC,위촉,6.6,3,7,67.9,False,100,부모-자녀 갈등
CNS-INC-00500,상담사 INC-01,CTR-INC-011,인천 다문화가족지원센터 1,INC,상근,4.3,6,15,64.6,False,77.1,부부갈등
CNS-INC-00501,상담사 INC-02,CTR-INC-011,인천 다문화가족지원센터 1,INC,상근,2.2,6,13,71.2,False,86.2,기타 가족관계
CNS-INC-00502,상담사 INC-03,CTR-INC-011,인천 다문화가족지원센터 1,INC,위촉,7.4,3,8,86.2,False,92.6,개인 정서·위기
CNS-INC-00503,상담사 INC-04,CTR-INC-011,인천 다문화가족지원센터 1,INC,위촉,6.6,3,7,64.9,False,100,부모-자녀 갈등
CNS-INC-00504,상담사 INC-05,CTR-INC-011,인천 다문화가족지원센터 1,INC,위촉,8.8,3,6,64.7,True,73.4,이혼 전후
CNS-INC-00505,상담사 INC-06,CTR-INC-011,인천 다문화가족지원센터 1,INC,위촉,9.9,3,8,66.8,True,92.6,부부갈등
CNS-INC-00506,상담사 INC-07,CTR-INC-011,인천 다문화가족지원센터 1,INC,위촉,4.0,3,6,50.8,False,91.5,기타 가족관계
CNS-INC-00507,상담사 INC-08,CTR-INC-011,인천 다문화가족지원센터 1,INC,위촉,9.2,3,8,62.3,True,70.6,개인 정서·위기
CNS-GWJ-00508,상담사 GWJ-01,CTR-GWJ-001,광주 가족센터,GWJ,상근,9.0,6,12,58.0,False,79.9,이혼 전후
CNS-GWJ-00509,상담사 GWJ-02,CTR-GWJ-001,광주 가족센터,GWJ,상근,4.3,6,14,67.4,False,90.0,부부갈등
CNS-GWJ-00510,상담사 GWJ-03,CTR-GWJ-001,광주 가족센터,GWJ,위촉,4.0,3,7,71.1,False,94.4,기타 가족관계
CNS-GWJ-00511,상담사 GWJ-04,CTR-GWJ-001,광주 가족센터,GWJ,위촉,1.0,3,4,79.3,False,98.7,개인 정서·위기
CNS-GWJ-00512,상담사 GWJ-05,CTR-GWJ-001,광주 가족센터,GWJ,위촉,8.7,3,7,76.0,True,75.6,부모-자녀 갈등
CNS-GWJ-00513,상담사 GWJ-06,CTR-GWJ-001,광주 가족센터,GWJ,위촉,8.4,3,7,86.0,True,84.5,이혼 전후
CNS-GWJ-00514,상담사 GWJ-07,CTR-GWJ-001,광주 가족센터,GWJ,위촉,5.1,3,10,89.3,False,67.4,부부갈등
CNS-GWJ-00515,상담사 GWJ-01,CTR-GWJ-002,동구 가족센터,GWJ,상근,5.1,6,10,49.0,False,90.6,부부갈등
CNS-GWJ-00516,상담사 GWJ-02,CTR-GWJ-002,동구 가족센터,GWJ,상근,7.6,6,13,78.4,False,86.5,기타 가족관계
CNS-GWJ-00517,상담사 GWJ-03,CTR-GWJ-002,동구 가족센터,GWJ,위촉,5.4,3,5,67.0,False,90.5,개인 정서·위기
CNS-GWJ-00518,상담사 GWJ-04,CTR-GWJ-002,동구 가족센터,GWJ,위촉,7.6,3,6,89.2,False,96.4,부모-자녀 갈등
CNS-GWJ-00519,상담사 GWJ-05,CTR-GWJ-002,동구 가족센터,GWJ,위촉,10.0,3,11,58.6,True,93.5,이혼 전후
CNS-GWJ-00520,상담사 GWJ-06,CTR-GWJ-002,동구 가족센터,GWJ,위촉,7.2,3,5,73.5,False,95.2,부부갈등
CNS-GWJ-00521,상담사 GWJ-07,CTR-GWJ-002,동구 가족센터,GWJ,위촉,4.3,3,8,57.5,False,87.6,기타 가족관계
CNS-GWJ-00522,상담사 GWJ-08,CTR-GWJ-002,동구 가족센터,GWJ,위촉,5.5,3,6,65.8,False,90.4,개인 정서·위기
CNS-GWJ-00523,상담사 GWJ-01,CTR-GWJ-003,서구 가족센터,GWJ,상근,3.3,6,16,60.6,False,79.9,이혼 전후
CNS-GWJ-00524,상담사 GWJ-02,CTR-GWJ-003,서구 가족센터,GWJ,상근,6.9,6,12,87.0,False,89.2,부부갈등
CNS-GWJ-00525,상담사 GWJ-03,CTR-GWJ-003,서구 가족센터,GWJ,위촉,7.0,3,10,54.5,False,94.0,기타 가족관계
CNS-GWJ-00526,상담사 GWJ-04,CTR-GWJ-003,서구 가족센터,GWJ,위촉,6.9,3,9,79.8,False,81.0,개인 정서·위기
CNS-GWJ-00527,상담사 GWJ-05,CTR-GWJ-003,서구 가족센터,GWJ,위촉,6.9,3,7,55.3,False,90.1,부모-자녀 갈등
CNS-GWJ-00528,상담사 GWJ-06,CTR-GWJ-003,서구 가족센터,GWJ,위촉,5.3,3,6,66.0,False,90.1,이혼 전후
CNS-GWJ-00529,상담사 GWJ-07,CTR-GWJ-003,서구 가족센터,GWJ,위촉,4.9,3,10,72.2,False,83.4,부부갈등
CNS-GWJ-00530,상담사 GWJ-08,CTR-GWJ-003,서구 가족센터,GWJ,위촉,4.0,3,10,80.8,False,92.4,기타 가족관계
CNS-GWJ-00531,상담사 GWJ-01,CTR-GWJ-004,남구 가족센터,GWJ,상근,6.5,6,15,79.8,False,92.6,부모-자녀 갈등
CNS-GWJ-00532,상담사 GWJ-02,CTR-GWJ-004,남구 가족센터,GWJ,상근,4.6,6,11,73.0,False,91.5,이혼 전후
CNS-GWJ-00533,상담사 GWJ-03,CTR-GWJ-004,남구 가족센터,GWJ,위촉,2.9,3,9,74.8,False,86.0,부부갈등
CNS-GWJ-00534,상담사 GWJ-04,CTR-GWJ-004,남구 가족센터,GWJ,위촉,0.5,3,5,72.8,False,85.5,기타 가족관계
CNS-GWJ-00535,상담사 GWJ-05,CTR-GWJ-004,남구 가족센터,GWJ,위촉,6.9,3,7,71.7,False,86.1,개인 정서·위기
CNS-GWJ-00536,상담사 GWJ-06,CTR-GWJ-004,남구 가족센터,GWJ,위촉,0.3,3,9,66.5,False,100,부모-자녀 갈등
CNS-GWJ-00537,상담사 GWJ-07,CTR-GWJ-004,남구 가족센터,GWJ,위촉,2.5,3,9,66.1,False,85.4,이혼 전후
CNS-GWJ-00538,상담사 GWJ-08,CTR-GWJ-004,남구 가족센터,GWJ,위촉,0.3,3,14,81.7,False,79.7,부부갈등
CNS-GWJ-00539,상담사 GWJ-01,CTR-GWJ-005,북구 가족센터,GWJ,상근,5.3,6,11,98,False,85.7,개인 정서·위기
CNS-GWJ-00540,상담사 GWJ-02,CTR-GWJ-005,북구 가족센터,GWJ,상근,2.8,6,12,98,False,100,부모-자녀 갈등
CNS-GWJ-00541,상담사 GWJ-03,CTR-GWJ-005,북구 가족센터,GWJ,위촉,3.9,3,7,68.2,False,86.2,이혼 전후
CNS-GWJ-00542,상담사 GWJ-04,CTR-GWJ-005,북구 가족센터,GWJ,위촉,7.6,3,5,71.0,False,70.3,부부갈등
CNS-GWJ-00543,상담사 GWJ-05,CTR-GWJ-005,북구 가족센터,GWJ,위촉,6.9,3,7,56.5,False,86.6,기타 가족관계
CNS-GWJ-00544,상담사 GWJ-06,CTR-GWJ-005,북구 가족센터,GWJ,위촉,11.2,3,3,50.9,True,96.2,개인 정서·위기
CNS-GWJ-00545,상담사 GWJ-07,CTR-GWJ-005,북구 가족센터,GWJ,위촉,3.8,3,9,64.7,False,88.7,부모-자녀 갈등
CNS-GWJ-00546,상담사 GWJ-08,CTR-GWJ-005,북구 가족센터,GWJ,위촉,4.7,3,8,77.9,False,89.0,이혼 전후
CNS-DJN-00547,상담사 DJN-01,CTR-DJN-001,대전 가족센터,DJN,상근,3.6,6,9,81.9,False,97.1,기타 가족관계
CNS-DJN-00548,상담사 DJN-02,CTR-DJN-001,대전 가족센터,DJN,상근,2.7,6,14,62.1,False,88.3,개인 정서·위기
CNS-DJN-00549,상담사 DJN-03,CTR-DJN-001,대전 가족센터,DJN,위촉,2.0,3,10,73.9,False,99.9,부모-자녀 갈등
CNS-DJN-00550,상담사 DJN-04,CTR-DJN-001,대전 가족센터,DJN,위촉,6.3,3,6,87.7,False,93.8,이혼 전후
CNS-DJN-00551,상담사 DJN-05,CTR-DJN-001,대전 가족센터,DJN,위촉,3.5,3,8,77.6,False,75.4,부부갈등
CNS-DJN-00552,상담사 DJN-06,CTR-DJN-001,대전 가족센터,DJN,위촉,2.5,3,7,61.1,False,87.2,기타 가족관계
CNS-DJN-00553,상담사 DJN-07,CTR-DJN-001,대전 가족센터,DJN,위촉,3.9,3,9,66.9,False,87.3,개인 정서·위기
CNS-DJN-00554,상담사 DJN-08,CTR-DJN-001,대전 가족센터,DJN,위촉,4.1,3,6,70.2,False,94.9,부모-자녀 갈등
CNS-DJN-00555,상담사 DJN-01,CTR-DJN-002,동구 가족센터,DJN,상근,5.6,6,10,71.6,False,89.0,부부갈등
CNS-DJN-00556,상담사 DJN-02,CTR-DJN-002,동구 가족센터,DJN,상근,3.3,6,10,67.8,False,93.9,기타 가족관계
CNS-DJN-00557,상담사 DJN-03,CTR-DJN-002,동구 가족센터,DJN,위촉,0.3,3,7,79.7,False,87.9,개인 정서·위기
CNS-DJN-00558,상담사 DJN-04,CTR-DJN-002,동구 가족센터,DJN,위촉,2.4,3,6,86.6,False,95.3,부모-자녀 갈등
CNS-DJN-00559,상담사 DJN-05,CTR-DJN-002,동구 가족센터,DJN,위촉,8.3,3,9,53.4,True,78.2,이혼 전후
CNS-DJN-00560,상담사 DJN-06,CTR-DJN-002,동구 가족센터,DJN,위촉,9.5,3,6,59.5,False,85.6,부부갈등
CNS-DJN-00561,상담사 DJN-07,CTR-DJN-002,동구 가족센터,DJN,위촉,2.4,3,6,63.8,False,97.0,기타 가족관계
CNS-DJN-00562,상담사 DJN-08,CTR-DJN-002,동구 가족센터,DJN,위촉,11.9,3,9,82.7,False,79.1,개인 정서·위기
CNS-DJN-00563,상담사 DJN-01,CTR-DJN-003,서구 가족센터,DJN,상근,6.0,6,13,70.0,False,95.9,이혼 전후
CNS-DJN-00564,상담사 DJN-02,CTR-DJN-003,서구 가족센터,DJN,상근,2.2,6,12,77.9,False,83.3,부부갈등
CNS-DJN-00565,상담사 DJN-03,CTR-DJN-003,서구 가족센터,DJN,위촉,6.4,3,9,94.3,False,86.8,기타 가족관계
CNS-DJN-00566,상담사 DJN-04,CTR-DJN-003,서구 가족센터,DJN,위촉,8.0,3,11,83.2,True,84.6,개인 정서·위기
CNS-DJN-00567,상담사 DJN-05,CTR-DJN-003,서구 가족센터,DJN,위촉,7.8,3,10,62.6,False,95.7,부모-자녀 갈등
CNS-DJN-00568,상담사 DJN-06,CTR-DJN-003,서구 가족센터,DJN,위촉,5.9,3,6,63.6,False,83.7,이혼 전후
CNS-DJN-00569,상담사 DJN-07,CTR-DJN-003,서구 가족센터,DJN,위촉,3.3,3,8,55.8,False,84.5,부부갈등
CNS-DJN-00570,상담사 DJN-01,CTR-DJN-004,유성구 가족센터,DJN,상근,4.3,6,12,64.4,False,85.8,부부갈등
CNS-DJN-00571,상담사 DJN-02,CTR-DJN-004,유성구 가족센터,DJN,상근,5.9,6,8,93.0,False,79.1,기타 가족관계
CNS-DJN-00572,상담사 DJN-03,CTR-DJN-004,유성구 가족센터,DJN,위촉,8.2,3,12,85.7,True,90.2,개인 정서·위기
CNS-DJN-00573,상담사 DJN-04,CTR-DJN-004,유성구 가족센터,DJN,위촉,5.9,3,8,97.2,False,78.1,부모-자녀 갈등
CNS-DJN-00574,상담사 DJN-05,CTR-DJN-004,유성구 가족센터,DJN,위촉,7.3,3,3,80.1,False,87.0,이혼 전후
CNS-DJN-00575,상담사 DJN-06,CTR-DJN-004,유성구 가족센터,DJN,위촉,6.8,3,7,52.6,False,92.2,부부갈등
CNS-DJN-00576,상담사 DJN-07,CTR-DJN-004,유성구 가족센터,DJN,위촉,5.2,3,10,71.5,False,99.0,기타 가족관계
CNS-DJN-00577,상담사 DJN-08,CTR-DJN-004,유성구 가족센터,DJN,위촉,9.5,3,3,84.4,True,89.2,개인 정서·위기
CNS-USN-00578,상담사 USN-01,CTR-USN-001,울산 가족센터,USN,상근,1.7,6,14,73.3,False,77.3,이혼 전후
CNS-USN-00579,상담사 USN-02,CTR-USN-001,울산 가족센터,USN,상근,7.5,6,14,78.0,False,86.3,부부갈등
CNS-USN-00580,상담사 USN-03,CTR-USN-001,울산 가족센터,USN,위촉,2.8,3,11,68.4,False,96.1,기타 가족관계
CNS-USN-00581,상담사 USN-04,CTR-USN-001,울산 가족센터,USN,위촉,5.8,3,6,84.9,False,87.1,개인 정서·위기
CNS-USN-00582,상담사 USN-05,CTR-USN-001,울산 가족센터,USN,위촉,7.9,3,10,59.4,False,90.4,부모-자녀 갈등
CNS-USN-00583,상담사 USN-06,CTR-USN-001,울산 가족센터,USN,위촉,3.9,3,10,86.6,False,90.2,이혼 전후
CNS-USN-00584,상담사 USN-07,CTR-USN-001,울산 가족센터,USN,위촉,4.4,3,6,74.5,False,86.8,부부갈등
CNS-USN-00585,상담사 USN-08,CTR-USN-001,울산 가족센터,USN,위촉,7.8,3,7,70.7,False,74.0,기타 가족관계
CNS-USN-00586,상담사 USN-01,CTR-USN-002,중구 가족센터,USN,상근,3.5,6,6,73.6,False,92.7,부모-자녀 갈등
CNS-USN-00587,상담사 USN-02,CTR-USN-002,중구 가족센터,USN,상근,6.9,6,9,87.9,False,80.8,이혼 전후
CNS-USN-00588,상담사 USN-03,CTR-USN-002,중구 가족센터,USN,위촉,1.9,3,9,62.6,False,89.5,부부갈등
CNS-USN-00589,상담사 USN-04,CTR-USN-002,중구 가족센터,USN,위촉,6.6,3,10,48.4,False,96.7,기타 가족관계
CNS-USN-00590,상담사 USN-05,CTR-USN-002,중구 가족센터,USN,위촉,1.3,3,8,67.6,False,94.8,개인 정서·위기
CNS-USN-00591,상담사 USN-06,CTR-USN-002,중구 가족센터,USN,위촉,6.2,3,8,68.9,False,100,부모-자녀 갈등
CNS-USN-00592,상담사 USN-07,CTR-USN-002,중구 가족센터,USN,위촉,9.4,3,11,59.9,False,88.7,이혼 전후
CNS-USN-00593,상담사 USN-08,CTR-USN-002,중구 가족센터,USN,위촉,2.7,3,6,65.8,False,90.9,부부갈등
