id,name,center_type,region_id,region_name,municipality,throughput_weight,demand_index,quality_score,opened_year,full_time_counselors,commissioned_counselors,counselor_count,active_clients
CTR-GBK-013,영양군 가족센터,가족센터,GBK,경상북도,영양군,0.0038359427476386634,1.163,81.7,2019,2,5,7,59
CTR-GBK-014,영덕군 가족센터,가족센터,GBK,경상북도,영덕군,0.003667659575196787,1.112,92.7,2010,2,5,7,60
CTR-GBK-015,청도군 가족센터,가족센터,GBK,경상북도,청도군,0.003777355552945122,1.145,83.9,2022,2,5,7,55
CTR-GBK-016,고령군 가족센터,가족센터,GBK,경상북도,고령군,0.003246126753725954,0.984,85.3,2015,2,5,7,66
CTR-GBK-017,성주군 가족센터,가족센터,GBK,경상북도,성주군,0.003916140657524349,1.187,80.5,2012,2,5,7,57
CTR-GBK-018,칠곡군 가족센터,가족센터,GBK,경상북도,칠곡군,0.0025446612091780253,0.771,81.5,2018,1,4,5,33
CTR-GBK-019,예천군 가족센터,가족센터,GBK,경상북도,예천군,0.004059995778628899,1.231,78.8,2021,2,5,7,55
CTR-GBK-020,울진군 가족센터,가족센터,GBK,경상북도,울진군,0.004021383376319634,1.219,83.4,2020,2,5,7,61
CTR-GBK-021,경북 건강가정지원센터 1,건강가정지원센터,GBK,경상북도,경북,0.0028049880759394214,0.85,80.5,2009,1,4,5,37
CTR-GBK-022,경북 다문화가족지원센터 2,다문화가족지원센터,GBK,경상북도,경북,0.003757834356248254,1.139,78.1,2013,2,5,7,64
CTR-GNM-001,경남 가족센터,가족센터,GNM,경상남도,경남,0.002755492543507374,0.861,86.6,2023,1,4,5,38
CTR-GNM-002,창원시 가족센터,가족센터,GNM,경상남도,창원시,0.0027177761331237476,0.849,82.7,2024,1,4,5,42
CTR-GNM-003,진주시 가족센터,가족센터,GNM,경상남도,진주시,0.003907852514771065,1.221,75.1,2025,2,5,7,60
CTR-GNM-004,통영시 가족센터,가족센터,GNM,경상남도,통영시,0.00246295569193478,0.77,85.2,2014,1,4,5,42
CTR-GNM-005,사천시 가족센터,가족센터,GNM,경상남도,사천시,0.00451723221767078,1.412,83.0,2020,2,6,8,74
CTR-GNM-006,김해시 가족센터,가족센터,GNM,경상남도,김해시,0.0028309175075443213,0.885,73.2,2020,1,4,5,44
CTR-GNM-007,밀양시 가족센터,가족센터,GNM,경상남도,밀양시,0.0030530500489444057,0.954,83.2,2017,1,5,6,47
CTR-GNM-008,거제시 가족센터,가족센터,GNM,경상남도,거제시,0.003953109782062371,1.235,80.3,2015,2,5,7,62
CTR-GNM-009,양산시 가족센터,가족센터,GNM,경상남도,양산시,0.0029918586420922505,0.935,86.2,2007,1,4,5,41
CTR-GNM-010,의령군 가족센터,가족센터,GNM,경상남도,의령군,0.002762651156099663,0.863,94,2006,1,4,5,44
CTR-GNM-011,함안군 가족센터,가족센터,GNM,경상남도,함안군,0.0034695449913585245,1.084,77.1,2007,2,5,7,67
CTR-GNM-012,창녕군 가족센터,가족센터,GNM,경상남도,창녕군,0.003947764353524004,1.234,85.2,2021,2,5,7,63
CTR-GNM-013,고성군 가족센터,가족센터,GNM,경상남도,고성군,0.003669136672599826,1.147,83.1,2023,2,5,7,58
CTR-GNM-014,남해군 가족센터,가족센터,GNM,경상남도,남해군,0.0033359184057083725,1.042,83.8,2024,2,5,7,54
CTR-GNM-015,하동군 가족센터,가족센터,GNM,경상남도,하동군,0.00300588042989392,0.939,80.2,2009,1,5,6,38
CTR-GNM-016,산청군 가족센터,가족센터,GNM,경상남도,산청군,0.0034219418608703693,1.069,85.1,2015,2,5,7,70
CTR-GNM-017,함양군 가족센터,가족센터,GNM,경상남도,함양군,0.003047968316709167,0.952,85.1,2023,1,5,6,50
CTR-GNM-018,거창군 가족센터,가족센터,GNM,경상남도,거창군,0.003269220873086519,1.022,73.1,2021,2,5,7,57
CTR-GNM-019,합천군 가족센터,가족센터,GNM,경상남도,합천군,0.003063368402615549,0.957,77.7,2009,1,5,6,40
CTR-GNM-020,서부권 가족센터,가족센터,GNM,경상남도,서부권,0.002931417979176114,0.916,78.7,2025,1,4,5,50
CTR-GNM-021,경남 건강가정지원센터 1,건강가정지원센터,GNM,경상남도,경남,0.0029950496714930973,0.936,79.5,2016,1,4,5,40
CTR-GNM-022,경남 다문화가족지원센터 2,다문화가족지원센터,GNM,경상남도,경남,0.0037579634389258154,1.174,82.9,2025,2,5,7,65
CTR-JEJ-001,제주시 가족센터,가족센터,JEJ,제주특별자치도,제주시,0.0024465782498909712,1.115,85.9,2021,1,4,5,36
CTR-JEJ-002,서귀포시 가족센터,가족센터,JEJ,제주특별자치도,서귀포시,0.0018301291988175286,0.834,82.7,2024,1,4,5,40
CTR-JEJ-003,제주광역 가족센터,가족센터,JEJ,제주특별자치도,제주광역,0.001949713159274974,0.889,80.1,2023,1,4,5,31
CTR-JEJ-004,제주 건강가정지원센터 1,건강가정지원센터,JEJ,제주특별자치도,제주,0.0023094536115442514,1.053,78.5,2008,1,4,5,36
CTR-JEJ-005,제주 다문화가족지원센터 2,다문화가족지원센터,JEJ,제주특별자치도,제주,0.00208388923990253,0.95,81.7,2023,1,4,5,39
