counselor_id,center_id,region_id,issue,client_count,standard_count,monitor_count,priority_review_count
CNS-DGU-00364,CTR-DGU-005,DGU,기타 가족관계,4,3,1,0
CNS-DGU-00365,CTR-DGU-005,DGU,부부갈등,3,3,0,0
CNS-DGU-00365,CTR-DGU-005,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00365,CTR-DGU-005,DGU,기타 가족관계,3,3,0,0
CNS-DGU-00366,CTR-DGU-005,DGU,부부갈등,2,2,0,0
CNS-DGU-00366,CTR-DGU-005,DGU,부모-자녀 갈등,1,1,0,0
CNS-DGU-00366,CTR-DGU-005,DGU,기타 가족관계,2,1,1,0
CNS-DGU-00367,CTR-DGU-005,DGU,부부갈등,3,3,0,0
CNS-DGU-00367,CTR-DGU-005,DGU,부모-자녀 갈등,2,1,1,0
CNS-DGU-00367,CTR-DGU-005,DGU,기타 가족관계,3,2,1,0
CNS-DGU-00368,CTR-DGU-005,DGU,부부갈등,2,2,0,0
CNS-DGU-00368,CTR-DGU-005,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00368,CTR-DGU-005,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00369,CTR-DGU-005,DGU,부부갈등,2,2,0,0
CNS-DGU-00369,CTR-DGU-005,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00369,CTR-DGU-005,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00370,CTR-DGU-006,DGU,부부갈등,5,4,1,0
CNS-DGU-00370,CTR-DGU-006,DGU,부모-자녀 갈등,4,3,1,0
CNS-DGU-00370,CTR-DGU-006,DGU,기타 가족관계,4,4,0,0
CNS-DGU-00370,CTR-DGU-006,DGU,이혼 전후,1,1,0,0
CNS-DGU-00371,CTR-DGU-006,DGU,부부갈등,3,3,0,0
CNS-DGU-00371,CTR-DGU-006,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00371,CTR-DGU-006,DGU,기타 가족관계,3,2,1,0
CNS-DGU-00371,CTR-DGU-006,DGU,이혼 전후,1,1,0,0
CNS-DGU-00372,CTR-DGU-006,DGU,부부갈등,2,2,0,0
CNS-DGU-00372,CTR-DGU-006,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00372,CTR-DGU-006,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00373,CTR-DGU-006,DGU,부부갈등,3,2,1,0
CNS-DGU-00373,CTR-DGU-006,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00373,CTR-DGU-006,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00374,CTR-DGU-006,DGU,부부갈등,3,2,1,0
CNS-DGU-00374,CTR-DGU-006,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00374,CTR-DGU-006,DGU,기타 가족관계,3,2,1,0
CNS-DGU-00375,CTR-DGU-006,DGU,부부갈등,3,2,1,0
CNS-DGU-00375,CTR-DGU-006,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00375,CTR-DGU-006,DGU,기타 가족관계,3,2,1,0
CNS-DGU-00376,CTR-DGU-006,DGU,부부갈등,3,2,1,0
CNS-DGU-00376,CTR-DGU-006,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00376,CTR-DGU-006,DGU,기타 가족관계,3,2,1,0
CNS-DGU-00377,CTR-DGU-006,DGU,부부갈등,3,3,0,0
CNS-DGU-00377,CTR-DGU-006,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00377,CTR-DGU-006,DGU,기타 가족관계,3,2,1,0
CNS-DGU-00377,CTR-DGU-006,DGU,이혼 전후,1,1,0,0
CNS-DGU-00378,CTR-DGU-007,DGU,부부갈등,3,3,0,0
CNS-DGU-00378,CTR-DGU-007,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00378,CTR-DGU-007,DGU,기타 가족관계,3,3,0,0
CNS-DGU-00378,CTR-DGU-007,DGU,이혼 전후,1,1,0,0
CNS-DGU-00379,CTR-DGU-007,DGU,부부갈등,5,4,1,0
CNS-DGU-00379,CTR-DGU-007,DGU,부모-자녀 갈등,4,3,1,0
CNS-DGU-00379,CTR-DGU-007,DGU,기타 가족관계,4,3,1,0
CNS-DGU-00379,CTR-DGU-007,DGU,이혼 전후,1,1,0,0
CNS-DGU-00380,CTR-DGU-007,DGU,부부갈등,3,2,1,0
CNS-DGU-00380,CTR-DGU-007,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00380,CTR-DGU-007,DGU,기타 가족관계,3,2,1,0
CNS-DGU-00381,CTR-DGU-007,DGU,부부갈등,4,3,1,0
CNS-DGU-00381,CTR-DGU-007,DGU,부모-자녀 갈등,3,3,0,0
CNS-DGU-00381,CTR-DGU-007,DGU,기타 가족관계,4,3,1,0
CNS-DGU-00382,CTR-DGU-007,DGU,부부갈등,2,2,0,0
CNS-DGU-00382,CTR-DGU-007,DGU,부모-자녀 갈등,1,1,0,0
CNS-DGU-00382,CTR-DGU-007,DGU,기타 가족관계,1,1,0,0
CNS-DGU-00383,CTR-DGU-007,DGU,부부갈등,3,3,0,0
CNS-DGU-00383,CTR-DGU-007,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00383,CTR-DGU-007,DGU,기타 가족관계,3,2,1,0
CNS-DGU-00384,CTR-DGU-007,DGU,부부갈등,3,2,1,0
CNS-DGU-00384,CTR-DGU-007,DGU,부모-자녀 갈등,3,2,1,0
CNS-DGU-00384,CTR-DGU-007,DGU,기타 가족관계,3,2,1,0
CNS-DGU-00384,CTR-DGU-007,DGU,이혼 전후,1,1,0,0
CNS-DGU-00385,CTR-DGU-007,DGU,부부갈등,3,3,0,0
CNS-DGU-00385,CTR-DGU-007,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00385,CTR-DGU-007,DGU,기타 가족관계,3,3,0,0
CNS-DGU-00385,CTR-DGU-007,DGU,이혼 전후,1,1,0,0
CNS-DGU-00386,CTR-DGU-008,DGU,부부갈등,6,5,1,0
CNS-DGU-00386,CTR-DGU-008,DGU,부모-자녀 갈등,5,5,0,0
CNS-DGU-00386,CTR-DGU-008,DGU,기타 가족관계,6,5,1,0
CNS-DGU-00386,CTR-DGU-008,DGU,이혼 전후,1,1,0,0
CNS-DGU-00387,CTR-DGU-008,DGU,부부갈등,5,4,1,0
CNS-DGU-00387,CTR-DGU-008,DGU,부모-자녀 갈등,4,3,1,0
CNS-DGU-00387,CTR-DGU-008,DGU,기타 가족관계,4,3,1,0
CNS-DGU-00387,CTR-DGU-008,DGU,이혼 전후,1,1,0,0
CNS-DGU-00388,CTR-DGU-008,DGU,부부갈등,3,3,0,0
CNS-DGU-00388,CTR-DGU-008,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00388,CTR-DGU-008,DGU,기타 가족관계,3,2,1,0
CNS-DGU-00388,CTR-DGU-008,DGU,이혼 전후,1,1,0,0
CNS-DGU-00389,CTR-DGU-008,DGU,부부갈등,3,2,1,0
CNS-DGU-00389,CTR-DGU-008,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00389,CTR-DGU-008,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00390,CTR-DGU-008,DGU,부부갈등,2,2,0,0
CNS-DGU-00390,CTR-DGU-008,DGU,부모-자녀 갈등,1,1,0,0
CNS-DGU-00390,CTR-DGU-008,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00391,CTR-DGU-008,DGU,부부갈등,3,2,1,0
CNS-DGU-00391,CTR-DGU-008,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00391,CTR-DGU-008,DGU,기타 가족관계,3,2,1,0
CNS-DGU-00391,CTR-DGU-008,DGU,이혼 전후,1,1,0,0
CNS-DGU-00392,CTR-DGU-008,DGU,부부갈등,2,2,0,0
CNS-DGU-00392,CTR-DGU-008,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00392,CTR-DGU-008,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00393,CTR-DGU-008,DGU,부부갈등,3,3,0,0
CNS-DGU-00393,CTR-DGU-008,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00393,CTR-DGU-008,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00394,CTR-DGU-009,DGU,부부갈등,5,4,1,0
CNS-DGU-00394,CTR-DGU-009,DGU,부모-자녀 갈등,4,3,1,0
CNS-DGU-00394,CTR-DGU-009,DGU,기타 가족관계,5,4,1,0
CNS-DGU-00394,CTR-DGU-009,DGU,이혼 전후,1,1,0,0
CNS-DGU-00395,CTR-DGU-009,DGU,부부갈등,4,3,1,0
CNS-DGU-00395,CTR-DGU-009,DGU,부모-자녀 갈등,3,2,1,0
CNS-DGU-00395,CTR-DGU-009,DGU,기타 가족관계,4,3,1,0
CNS-DGU-00395,CTR-DGU-009,DGU,이혼 전후,1,1,0,0
CNS-DGU-00396,CTR-DGU-009,DGU,부부갈등,2,2,0,0
CNS-DGU-00396,CTR-DGU-009,DGU,부모-자녀 갈등,1,1,0,0
CNS-DGU-00396,CTR-DGU-009,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00397,CTR-DGU-009,DGU,부부갈등,2,2,0,0
CNS-DGU-00397,CTR-DGU-009,DGU,부모-자녀 갈등,1,1,0,0
CNS-DGU-00397,CTR-DGU-009,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00398,CTR-DGU-009,DGU,부부갈등,3,2,1,0
CNS-DGU-00398,CTR-DGU-009,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00398,CTR-DGU-009,DGU,기타 가족관계,3,3,0,0
CNS-DGU-00399,CTR-DGU-009,DGU,부부갈등,2,2,0,0
CNS-DGU-00399,CTR-DGU-009,DGU,부모-자녀 갈등,1,1,0,0
CNS-DGU-00399,CTR-DGU-009,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00400,CTR-DGU-009,DGU,부부갈등,3,3,0,0
CNS-DGU-00400,CTR-DGU-009,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00400,CTR-DGU-009,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00401,CTR-DGU-009,DGU,부부갈등,2,2,0,0
CNS-DGU-00401,CTR-DGU-009,DGU,부모-자녀 갈등,1,1,0,0
CNS-DGU-00401,CTR-DGU-009,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00402,CTR-DGU-009,DGU,부부갈등,1,1,0,0
CNS-DGU-00402,CTR-DGU-009,DGU,부모-자녀 갈등,1,1,0,0
CNS-DGU-00402,CTR-DGU-009,DGU,기타 가족관계,1,1,0,0
CNS-DGU-00403,CTR-DGU-010,DGU,부부갈등,4,3,1,0
CNS-DGU-00403,CTR-DGU-010,DGU,부모-자녀 갈등,3,3,0,0
CNS-DGU-00403,CTR-DGU-010,DGU,기타 가족관계,4,3,1,0
CNS-DGU-00404,CTR-DGU-010,DGU,부부갈등,5,4,1,0
CNS-DGU-00404,CTR-DGU-010,DGU,부모-자녀 갈등,3,2,1,0
CNS-DGU-00404,CTR-DGU-010,DGU,기타 가족관계,4,3,1,0
CNS-DGU-00404,CTR-DGU-010,DGU,이혼 전후,1,1,0,0
CNS-DGU-00405,CTR-DGU-010,DGU,부부갈등,2,2,0,0
CNS-DGU-00405,CTR-DGU-010,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00405,CTR-DGU-010,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00406,CTR-DGU-010,DGU,부부갈등,3,2,1,0
CNS-DGU-00406,CTR-DGU-010,DGU,부모-자녀 갈등,3,2,1,0
CNS-DGU-00406,CTR-DGU-010,DGU,기타 가족관계,3,2,1,0
CNS-DGU-00406,CTR-DGU-010,DGU,이혼 전후,1,1,0,0
CNS-DGU-00407,CTR-DGU-010,DGU,부부갈등,3,2,1,0
CNS-DGU-00407,CTR-DGU-010,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00407,CTR-DGU-010,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00408,CTR-DGU-010,DGU,부부갈등,1,1,0,0
CNS-DGU-00408,CTR-DGU-010,DGU,부모-자녀 갈등,1,1,0,0
CNS-DGU-00408,CTR-DGU-010,DGU,기타 가족관계,1,1,0,0
CNS-DGU-00409,CTR-DGU-010,DGU,부부갈등,5,4,1,0
CNS-DGU-00409,CTR-DGU-010,DGU,부모-자녀 갈등,3,3,0,0
CNS-DGU-00409,CTR-DGU-010,DGU,기타 가족관계,4,3,1,0
CNS-DGU-00409,CTR-DGU-010,DGU,이혼 전후,1,1,0,0
CNS-DGU-00410,CTR-DGU-010,DGU,부부갈등,3,2,1,0
CNS-DGU-00410,CTR-DGU-010,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00410,CTR-DGU-010,DGU,기타 가족관계,3,2,1,0
CNS-DGU-00410,CTR-DGU-010,DGU,이혼 전후,1,1,0,0
CNS-DGU-00411,CTR-DGU-011,DGU,부부갈등,5,4,1,0
CNS-DGU-00411,CTR-DGU-011,DGU,부모-자녀 갈등,3,3,0,0
CNS-DGU-00411,CTR-DGU-011,DGU,기타 가족관계,4,3,1,0
CNS-DGU-00411,CTR-DGU-011,DGU,이혼 전후,1,1,0,0
CNS-DGU-00412,CTR-DGU-011,DGU,부부갈등,3,3,0,0
CNS-DGU-00412,CTR-DGU-011,DGU,부모-자녀 갈등,3,3,0,0
CNS-DGU-00412,CTR-DGU-011,DGU,기타 가족관계,3,2,1,0
CNS-DGU-00412,CTR-DGU-011,DGU,이혼 전후,1,1,0,0
CNS-DGU-00413,CTR-DGU-011,DGU,부부갈등,2,2,0,0
CNS-DGU-00413,CTR-DGU-011,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00413,CTR-DGU-011,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00414,CTR-DGU-011,DGU,부부갈등,3,3,0,0
CNS-DGU-00414,CTR-DGU-011,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00414,CTR-DGU-011,DGU,기타 가족관계,3,3,0,0
CNS-DGU-00415,CTR-DGU-011,DGU,부부갈등,2,2,0,0
CNS-DGU-00415,CTR-DGU-011,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00415,CTR-DGU-011,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00416,CTR-DGU-011,DGU,부부갈등,2,2,0,0
CNS-DGU-00416,CTR-DGU-011,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00416,CTR-DGU-011,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00417,CTR-DGU-011,DGU,부부갈등,2,2,0,0
CNS-DGU-00417,CTR-DGU-011,DGU,부모-자녀 갈등,2,2,0,0
CNS-DGU-00417,CTR-DGU-011,DGU,기타 가족관계,2,2,0,0
CNS-DGU-00418,CTR-DGU-011,DGU,부부갈등,1,1,0,0
CNS-DGU-00418,CTR-DGU-011,DGU,부모-자녀 갈등,1,1,0,0
CNS-DGU-00418,CTR-DGU-011,DGU,기타 가족관계,1,1,0,0
CNS-INC-00419,CTR-INC-001,INC,부부갈등,5,4,1,0
CNS-INC-00419,CTR-INC-001,INC,부모-자녀 갈등,3,2,1,0
CNS-INC-00419,CTR-INC-001,INC,기타 가족관계,4,3,1,0
CNS-INC-00419,CTR-INC-001,INC,이혼 전후,1,1,0,0
CNS-INC-00420,CTR-INC-001,INC,부부갈등,4,3,1,0
CNS-INC-00420,CTR-INC-001,INC,부모-자녀 갈등,3,2,1,0
CNS-INC-00420,CTR-INC-001,INC,기타 가족관계,4,3,1,0
CNS-INC-00420,CTR-INC-001,INC,이혼 전후,1,1,0,0
CNS-INC-00421,CTR-INC-001,INC,부부갈등,3,3,0,0
CNS-INC-00421,CTR-INC-001,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00421,CTR-INC-001,INC,기타 가족관계,3,2,1,0
CNS-INC-00422,CTR-INC-001,INC,부부갈등,1,1,0,0
CNS-INC-00422,CTR-INC-001,INC,부모-자녀 갈등,1,1,0,0
CNS-INC-00422,CTR-INC-001,INC,기타 가족관계,1,1,0,0
CNS-INC-00423,CTR-INC-001,INC,부부갈등,3,3,0,0
CNS-INC-00423,CTR-INC-001,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00423,CTR-INC-001,INC,기타 가족관계,3,2,1,0
CNS-INC-00424,CTR-INC-001,INC,부부갈등,3,3,0,0
CNS-INC-00424,CTR-INC-001,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00424,CTR-INC-001,INC,기타 가족관계,3,3,0,0
CNS-INC-00424,CTR-INC-001,INC,이혼 전후,1,1,0,0
CNS-INC-00425,CTR-INC-001,INC,부부갈등,4,4,0,0
CNS-INC-00425,CTR-INC-001,INC,부모-자녀 갈등,3,2,1,0
CNS-INC-00425,CTR-INC-001,INC,기타 가족관계,4,3,1,0
CNS-INC-00426,CTR-INC-002,INC,부부갈등,5,4,1,0
CNS-INC-00426,CTR-INC-002,INC,부모-자녀 갈등,3,3,0,0
CNS-INC-00426,CTR-INC-002,INC,기타 가족관계,4,4,0,0
CNS-INC-00426,CTR-INC-002,INC,이혼 전후,1,1,0,0
CNS-INC-00427,CTR-INC-002,INC,부부갈등,4,3,1,0
CNS-INC-00427,CTR-INC-002,INC,부모-자녀 갈등,3,2,1,0
CNS-INC-00427,CTR-INC-002,INC,기타 가족관계,4,3,1,0
CNS-INC-00427,CTR-INC-002,INC,이혼 전후,1,1,0,0
CNS-INC-00428,CTR-INC-002,INC,부부갈등,2,2,0,0
CNS-INC-00428,CTR-INC-002,INC,부모-자녀 갈등,1,1,0,0
CNS-INC-00428,CTR-INC-002,INC,기타 가족관계,2,2,0,0
CNS-INC-00429,CTR-INC-002,INC,부부갈등,3,3,0,0
CNS-INC-00429,CTR-INC-002,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00429,CTR-INC-002,INC,기타 가족관계,3,2,1,0
CNS-INC-00429,CTR-INC-002,INC,이혼 전후,1,1,0,0
CNS-INC-00430,CTR-INC-002,INC,부부갈등,2,2,0,0
CNS-INC-00430,CTR-INC-002,INC,부모-자녀 갈등,1,1,0,0
CNS-INC-00430,CTR-INC-002,INC,기타 가족관계,2,2,0,0
CNS-INC-00431,CTR-INC-002,INC,부부갈등,3,3,0,0
CNS-INC-00431,CTR-INC-002,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00431,CTR-INC-002,INC,기타 가족관계,2,2,0,0
CNS-INC-00432,CTR-INC-002,INC,부부갈등,3,2,1,0
CNS-INC-00432,CTR-INC-002,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00432,CTR-INC-002,INC,기타 가족관계,2,2,0,0
CNS-INC-00433,CTR-INC-003,INC,부부갈등,3,3,0,0
CNS-INC-00433,CTR-INC-003,INC,부모-자녀 갈등,3,2,1,0
CNS-INC-00433,CTR-INC-003,INC,기타 가족관계,3,2,1,0
CNS-INC-00433,CTR-INC-003,INC,이혼 전후,1,1,0,0
CNS-INC-00434,CTR-INC-003,INC,부부갈등,4,3,1,0
CNS-INC-00434,CTR-INC-003,INC,부모-자녀 갈등,3,2,1,0
CNS-INC-00434,CTR-INC-003,INC,기타 가족관계,4,3,1,0
CNS-INC-00435,CTR-INC-003,INC,부부갈등,2,2,0,0
CNS-INC-00435,CTR-INC-003,INC,부모-자녀 갈등,1,1,0,0
CNS-INC-00435,CTR-INC-003,INC,기타 가족관계,1,1,0,0
CNS-INC-00436,CTR-INC-003,INC,부부갈등,3,2,1,0
CNS-INC-00436,CTR-INC-003,INC,부모-자녀 갈등,2,1,1,0
CNS-INC-00436,CTR-INC-003,INC,기타 가족관계,2,2,0,0
CNS-INC-00437,CTR-INC-003,INC,부부갈등,3,3,0,0
CNS-INC-00437,CTR-INC-003,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00437,CTR-INC-003,INC,기타 가족관계,2,2,0,0
CNS-INC-00438,CTR-INC-003,INC,부부갈등,3,3,0,0
CNS-INC-00438,CTR-INC-003,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00438,CTR-INC-003,INC,기타 가족관계,2,2,0,0
CNS-INC-00439,CTR-INC-003,INC,부부갈등,3,2,1,0
CNS-INC-00439,CTR-INC-003,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00439,CTR-INC-003,INC,기타 가족관계,3,2,1,0
CNS-INC-00439,CTR-INC-003,INC,이혼 전후,1,1,0,0
CNS-INC-00440,CTR-INC-003,INC,부부갈등,3,3,0,0
CNS-INC-00440,CTR-INC-003,INC,부모-자녀 갈등,3,3,0,0
CNS-INC-00440,CTR-INC-003,INC,기타 가족관계,3,2,1,0
CNS-INC-00440,CTR-INC-003,INC,이혼 전후,1,1,0,0
CNS-INC-00441,CTR-INC-003,INC,부부갈등,2,2,0,0
CNS-INC-00441,CTR-INC-003,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00441,CTR-INC-003,INC,기타 가족관계,2,2,0,0
CNS-INC-00442,CTR-INC-004,INC,부부갈등,4,3,1,0
CNS-INC-00442,CTR-INC-004,INC,부모-자녀 갈등,3,2,1,0
CNS-INC-00442,CTR-INC-004,INC,기타 가족관계,4,3,1,0
CNS-INC-00443,CTR-INC-004,INC,부부갈등,3,3,0,0
CNS-INC-00443,CTR-INC-004,INC,부모-자녀 갈등,3,3,0,0
CNS-INC-00443,CTR-INC-004,INC,기타 가족관계,3,2,1,0
CNS-INC-00443,CTR-INC-004,INC,이혼 전후,1,1,0,0
CNS-INC-00444,CTR-INC-004,INC,부부갈등,2,2,0,0
CNS-INC-00444,CTR-INC-004,INC,부모-자녀 갈등,1,1,0,0
CNS-INC-00444,CTR-INC-004,INC,기타 가족관계,2,2,0,0
CNS-INC-00445,CTR-INC-004,INC,부부갈등,3,2,1,0
CNS-INC-00445,CTR-INC-004,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00445,CTR-INC-004,INC,기타 가족관계,3,3,0,0
CNS-INC-00446,CTR-INC-004,INC,부부갈등,2,2,0,0
CNS-INC-00446,CTR-INC-004,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00446,CTR-INC-004,INC,기타 가족관계,2,2,0,0
CNS-INC-00447,CTR-INC-004,INC,부부갈등,3,3,0,0
CNS-INC-00447,CTR-INC-004,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00447,CTR-INC-004,INC,기타 가족관계,3,3,0,0
CNS-INC-00447,CTR-INC-004,INC,이혼 전후,1,1,0,0
CNS-INC-00448,CTR-INC-004,INC,부부갈등,1,1,0,0
CNS-INC-00448,CTR-INC-004,INC,부모-자녀 갈등,1,1,0,0
CNS-INC-00448,CTR-INC-004,INC,기타 가족관계,1,1,0,0
CNS-INC-00449,CTR-INC-004,INC,부부갈등,3,2,1,0
CNS-INC-00449,CTR-INC-004,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00449,CTR-INC-004,INC,기타 가족관계,2,2,0,0
CNS-INC-00450,CTR-INC-004,INC,부부갈등,3,2,1,0
CNS-INC-00450,CTR-INC-004,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00450,CTR-INC-004,INC,기타 가족관계,3,2,1,0
CNS-INC-00451,CTR-INC-005,INC,부부갈등,4,3,1,0
CNS-INC-00451,CTR-INC-005,INC,부모-자녀 갈등,3,3,0,0
CNS-INC-00451,CTR-INC-005,INC,기타 가족관계,4,3,1,0
CNS-INC-00452,CTR-INC-005,INC,부부갈등,5,4,1,0
CNS-INC-00452,CTR-INC-005,INC,부모-자녀 갈등,4,3,1,0
CNS-INC-00452,CTR-INC-005,INC,기타 가족관계,4,3,1,0
CNS-INC-00452,CTR-INC-005,INC,이혼 전후,1,1,0,0
CNS-INC-00453,CTR-INC-005,INC,부부갈등,1,1,0,0
CNS-INC-00453,CTR-INC-005,INC,부모-자녀 갈등,1,1,0,0
CNS-INC-00453,CTR-INC-005,INC,기타 가족관계,1,1,0,0
CNS-INC-00454,CTR-INC-005,INC,부부갈등,3,2,1,0
CNS-INC-00454,CTR-INC-005,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00454,CTR-INC-005,INC,기타 가족관계,2,2,0,0
CNS-INC-00455,CTR-INC-005,INC,부부갈등,3,3,0,0
CNS-INC-00455,CTR-INC-005,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00455,CTR-INC-005,INC,기타 가족관계,3,2,1,0
CNS-INC-00456,CTR-INC-005,INC,부부갈등,1,1,0,0
CNS-INC-00456,CTR-INC-005,INC,부모-자녀 갈등,1,1,0,0
CNS-INC-00456,CTR-INC-005,INC,기타 가족관계,1,1,0,0
CNS-INC-00457,CTR-INC-005,INC,부부갈등,2,2,0,0
CNS-INC-00457,CTR-INC-005,INC,부모-자녀 갈등,1,1,0,0
CNS-INC-00457,CTR-INC-005,INC,기타 가족관계,2,2,0,0
CNS-INC-00458,CTR-INC-005,INC,부부갈등,2,2,0,0
CNS-INC-00458,CTR-INC-005,INC,부모-자녀 갈등,1,1,0,0
CNS-INC-00458,CTR-INC-005,INC,기타 가족관계,1,1,0,0
CNS-INC-00459,CTR-INC-005,INC,부부갈등,3,2,1,0
CNS-INC-00459,CTR-INC-005,INC,부모-자녀 갈등,3,3,0,0
CNS-INC-00459,CTR-INC-005,INC,기타 가족관계,3,2,1,0
CNS-INC-00459,CTR-INC-005,INC,이혼 전후,1,1,0,0
CNS-INC-00460,CTR-INC-005,INC,부부갈등,2,2,0,0
CNS-INC-00460,CTR-INC-005,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00460,CTR-INC-005,INC,기타 가족관계,2,2,0,0
CNS-INC-00461,CTR-INC-006,INC,부부갈등,5,4,1,0
CNS-INC-00461,CTR-INC-006,INC,부모-자녀 갈등,3,2,1,0
CNS-INC-00461,CTR-INC-006,INC,기타 가족관계,4,3,1,0
CNS-INC-00461,CTR-INC-006,INC,이혼 전후,1,1,0,0
CNS-INC-00462,CTR-INC-006,INC,부부갈등,5,4,1,0
CNS-INC-00462,CTR-INC-006,INC,부모-자녀 갈등,3,3,0,0
CNS-INC-00462,CTR-INC-006,INC,기타 가족관계,4,3,1,0
CNS-INC-00462,CTR-INC-006,INC,이혼 전후,1,1,0,0
CNS-INC-00463,CTR-INC-006,INC,부부갈등,3,2,1,0
CNS-INC-00463,CTR-INC-006,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00463,CTR-INC-006,INC,기타 가족관계,2,2,0,0
CNS-INC-00464,CTR-INC-006,INC,부부갈등,2,2,0,0
CNS-INC-00464,CTR-INC-006,INC,부모-자녀 갈등,1,1,0,0
CNS-INC-00464,CTR-INC-006,INC,기타 가족관계,2,2,0,0
CNS-INC-00465,CTR-INC-006,INC,부부갈등,2,2,0,0
CNS-INC-00465,CTR-INC-006,INC,부모-자녀 갈등,1,1,0,0
CNS-INC-00465,CTR-INC-006,INC,기타 가족관계,2,2,0,0
CNS-INC-00466,CTR-INC-006,INC,부부갈등,2,2,0,0
CNS-INC-00466,CTR-INC-006,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00466,CTR-INC-006,INC,기타 가족관계,2,2,0,0
CNS-INC-00467,CTR-INC-006,INC,부부갈등,3,3,0,0
CNS-INC-00467,CTR-INC-006,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00467,CTR-INC-006,INC,기타 가족관계,3,2,1,0
CNS-INC-00468,CTR-INC-006,INC,부부갈등,3,2,1,0
CNS-INC-00468,CTR-INC-006,INC,부모-자녀 갈등,3,2,1,0
CNS-INC-00468,CTR-INC-006,INC,기타 가족관계,3,2,1,0
CNS-INC-00468,CTR-INC-006,INC,이혼 전후,1,1,0,0
CNS-INC-00469,CTR-INC-007,INC,부부갈등,3,2,1,0
CNS-INC-00469,CTR-INC-007,INC,부모-자녀 갈등,2,2,0,0
CNS-INC-00469,CTR-INC-007,INC,기타 가족관계,3,2,1,0
